employee_id,employee_name,department,date,attendance_status,hours_worked,overtime_hours,wellbeing_score,task_overdue_count
E136,Sophia_73,Sales,2025-03-23,Absent,0.0,0.0,5.43,0
E222,Emma_16,Finance,2025-03-20,Present,6.2,0.0,4.46,0
E046,John_49,HR,2025-03-04,Present,4.33,2.21,5.81,0
E124,Ayesha_20,HR,2025-01-15,Present,7.88,0.0,7.24,0
E120,Hina_87,Support,2025-04-14,Present,10.28,1.55,7.3,0
E188,Hina_41,Sales,2025-01-21,Present,7.87,1.32,8.29,0
E060,Fatima_81,Operations,2025-02-06,Present,9.24,3.12,9.55,1
E150,Zubair_96,Logistics,2025-01-13,Present,8.2,3.47,6.01,2
E285,Ayesha_82,Finance,2025-03-12,Present,7.78,0.7,8.34,0
E162,Sophia_49,HR,2025-03-06,Present,8.08,3.37,4.7,0
E120,Sara_3,HR,2025-04-18,Present,8.25,1.83,5.52,0
E167,Sara_67,QA,2025-03-18,Present,9.33,1.53,5.38,0
E009,Ahmed_9,Operations,2025-02-05,Present,8.18,2.8,6.52,0
E105,Sara_58,Engineering,2025-01-21,Remote,0.0,0.0,7.73,0
E270,Sara_55,Logistics,2025-02-25,Absent,0.0,0.0,4.92,0
E127,Sophia_36,QA,2025-03-11,Present,6.38,0.0,5.25,0
E169,Noor_56,Finance,2025-01-11,Present,8.31,1.82,6.94,0
E195,Hina_81,HR,2025-01-05,Remote,0.0,0.0,5.35,1
E044,Ahmed_85,Logistics,2025-01-13,Absent,0.0,0.0,6.9,0
E245,Mary_41,Sales,2025-04-13,Present,9.2,0.05,6.58,0
E158,Zubair_30,Support,2025-01-27,Present,7.21,0.55,5.92,0
E096,Zubair_72,HR,2025-03-10,Present,6.58,2.02,7.47,0
E229,Bilal_96,Engineering,2025-04-06,Present,9.42,1.25,5.44,0
E259,Khadija_93,Engineering,2025-02-13,Present,7.02,4.5,6.79,0
E124,Fatima_42,Operations,2025-02-25,Present,7.59,2.08,6.9,0
E248,Sophia_97,Finance,2025-02-11,Present,9.76,1.01,1.0,0
E299,Zubair_15,Finance,2025-04-11,Present,8.02,0.0,2.22,2
E159,John_55,Support,2025-03-07,Present,9.38,3.15,6.39,0
E221,John_67,Logistics,2025-04-04,Present,8.86,3.38,5.13,0
E089,John_73,Logistics,2025-03-26,Present,7.28,0.27,3.01,0
E018,Emma_96,QA,2025-03-04,Present,6.39,0.0,1.0,0
E070,David_28,Operations,2025-02-16,Absent,0.0,0.0,7.62,0
E096,Omar_8,Finance,2025-04-28,Present,9.66,2.68,1.24,0
E246,Fatima_8,HR,2025-04-21,Present,8.84,0.49,2.72,1
E169,Omar_83,Engineering,2025-04-01,Present,9.47,0.76,6.39,0
E167,David_72,QA,2025-03-19,Remote,0.0,0.0,7.23,0
E091,Ahmed_66,Support,2025-04-27,Absent,0.0,0.0,6.49,0
E109,Hina_94,Finance,2025-04-04,Present,6.92,1.44,8.54,0
E119,Noor_7,QA,2025-03-20,Present,7.16,0.32,3.46,1
E231,Emma_98,Support,2025-05-01,Present,9.02,1.61,4.43,0
E092,Ali_29,Logistics,2025-01-05,Present,8.04,2.61,6.83,1
E154,Ayesha_81,Operations,2025-04-26,Present,7.04,0.74,7.17,0
E035,Noor_69,Operations,2025-03-31,Present,8.4,0.0,3.66,1
E129,Ahmed_22,QA,2025-02-17,Present,7.92,0.23,1.03,0
E064,Khadija_71,HR,2025-03-16,Present,10.26,2.14,6.48,0
E185,Usman_65,Logistics,2025-03-12,Present,7.95,1.85,4.34,0
E094,Ali_46,HR,2025-03-08,Present,7.09,0.72,6.57,0
E238,Zubair_43,Support,2025-04-30,Present,7.68,1.97,7.06,0
E123,Khadija_68,Sales,2025-01-18,Present,6.46,0.78,9.14,0
E127,Emma_55,Logistics,2025-01-02,Present,7.37,3.09,6.27,0
E265,Usman_91,Support,2025-02-08,Present,6.55,2.19,4.94,0
E296,Emma_84,Finance,2025-01-17,Present,7.94,1.64,4.37,1
E237,Zubair_5,Engineering,2025-02-13,Present,9.63,0.76,4.51,2
E208,Ahmed_83,Logistics,2025-01-27,Present,10.19,1.52,6.41,0
E245,Ali_94,HR,2025-04-06,Absent,0.0,0.0,7.04,1
E292,Usman_9,Support,2025-05-01,Present,9.03,0.0,5.06,0
E295,Omar_9,Engineering,2025-03-24,Present,7.83,1.91,7.34,0
E057,Omar_11,Operations,2025-01-19,Present,7.05,0.0,6.14,0
E095,Sara_85,Sales,2025-03-25,Present,8.88,0.0,7.11,0
E213,Zubair_64,Sales,2025-01-20,Present,6.49,2.62,5.53,0
E143,Noor_81,Support,2025-03-02,Present,7.11,2.58,2.39,2
E068,Hina_83,QA,2025-03-14,Absent,0.0,0.0,8.3,0
E069,Khadija_62,Support,2025-04-29,Present,8.23,0.9,3.31,2
E114,Ayesha_54,Support,2025-04-29,Present,8.7,0.71,3.35,1
E137,Ahmed_13,Finance,2025-04-02,Present,9.14,1.94,6.54,1
E241,Usman_80,Sales,2025-04-05,Present,8.83,3.49,1.78,0
E026,Sophia_19,Operations,2025-01-24,Present,7.52,1.45,4.5,0
E035,Usman_63,Logistics,2025-01-03,Present,8.67,0.0,7.1,0
E027,Khadija_26,Finance,2025-04-06,Present,9.12,1.48,5.27,1
E267,Ahmed_44,Sales,2025-02-07,Present,6.95,2.32,7.03,0
E069,Usman_61,Operations,2025-03-09,Present,7.31,2.16,2.12,1
E292,Zubair_79,Operations,2025-02-01,Present,7.36,3.04,4.47,0
E049,Fatima_7,HR,2025-02-20,Present,8.51,0.78,5.92,1
E251,Ahmed_59,Sales,2025-02-14,Present,7.6,0.0,7.11,0
E201,Noor_1,Support,2025-04-26,Present,8.01,0.0,8.0,0
E110,John_61,Operations,2025-01-01,Absent,0.0,0.0,9.5,0
E227,Usman_31,Sales,2025-02-27,Present,9.92,2.07,5.1,2
E061,Hina_24,QA,2025-02-26,Absent,0.0,0.0,3.67,1
E103,Ayesha_60,Operations,2025-03-23,Present,6.35,0.0,5.84,0
E106,John_20,QA,2025-04-07,Present,8.09,1.61,5.6,0
E292,Emma_70,HR,2025-02-02,Present,9.27,0.24,7.99,0
E006,Emma_27,Engineering,2025-03-02,Present,7.28,0.75,6.78,0
E141,Bilal_15,Engineering,2025-01-01,Present,8.53,2.61,3.56,1
E044,Mary_73,HR,2025-02-23,Present,6.97,2.55,4.17,1
E272,Zubair_38,Logistics,2025-03-07,Present,7.47,2.97,5.46,0
E101,Sophia_62,HR,2025-02-07,Present,8.71,1.33,5.2,1
E136,Ali_63,Sales,2025-01-14,Present,8.51,3.15,2.75,1
E232,Sophia_14,Finance,2025-02-27,Present,8.8,1.01,8.22,0
E101,Emma_35,Operations,2025-03-27,Present,9.56,0.0,7.18,1
E005,Khadija_37,Support,2025-04-12,Present,6.66,3.57,7.12,2
E278,Fatima_67,Finance,2025-04-18,Present,10.65,2.78,1.23,0
E276,Ahmed_67,Finance,2025-03-29,Present,9.61,4.51,4.87,0
E212,Sara_41,Support,2025-01-08,Present,8.03,2.62,1.75,2
E179,Usman_32,QA,2025-01-03,Present,8.53,3.6,7.32,0
E021,Mary_1,HR,2025-02-18,Present,9.15,0.89,5.01,0
E146,Bilal_73,Logistics,2025-04-22,Present,6.91,0.13,8.06,0
E184,Bilal_99,Logistics,2025-03-29,Present,8.43,2.85,7.52,0
E007,Ahmed_23,Sales,2025-02-20,Present,8.65,1.41,10.0,0
E058,Ali_28,Sales,2025-02-25,Present,10.25,0.81,8.36,0
E016,Omar_48,Support,2025-01-30,Present,7.86,2.31,5.78,0
E125,Ayesha_25,Engineering,2025-01-06,Remote,0.0,0.0,8.19,0
E156,Sara_65,Support,2025-04-14,Present,9.09,0.07,6.8,0
E127,Fatima_39,Operations,2025-04-14,Absent,0.0,0.0,7.08,0
E159,Zubair_81,Sales,2025-02-16,Present,8.4,0.0,8.21,1
E162,David_14,QA,2025-04-07,Present,5.72,0.0,4.64,0
E266,Ahmed_29,Sales,2025-01-26,Present,7.69,5.1,5.58,3
E078,Sophia_49,Logistics,2025-02-01,Absent,0.0,0.0,3.28,2
E123,Noor_54,Finance,2025-02-06,Present,7.59,3.53,6.99,1
E236,Emma_50,Sales,2025-01-10,Present,7.82,0.52,7.26,0
E242,Ayesha_87,Support,2025-02-24,Present,6.19,2.5,5.13,0
E223,Noor_62,Engineering,2025-03-04,Present,7.98,3.9,7.27,2
E043,Sara_77,QA,2025-04-06,Present,7.73,3.51,4.06,2
E283,Fatima_80,Logistics,2025-03-01,Present,10.52,3.26,7.8,0
E272,Emma_20,Engineering,2025-01-25,Present,6.78,0.0,6.71,0
E057,Hina_6,HR,2025-01-13,Absent,0.0,0.0,5.27,0
E086,Ahmed_47,Finance,2025-03-19,Present,7.28,2.35,4.36,0
E021,Ayesha_87,Logistics,2025-02-09,Present,7.61,0.94,5.37,0
E135,John_71,Logistics,2025-03-21,Remote,0.0,0.0,1.36,0
E264,John_33,Support,2025-03-03,Remote,0.0,0.0,4.73,0
E172,Bilal_83,HR,2025-01-05,Present,7.93,0.0,6.79,0
E255,Omar_80,Logistics,2025-03-10,Present,8.19,3.05,8.47,2
E210,Omar_67,QA,2025-02-23,Present,8.32,1.12,5.27,0
E098,Fatima_78,Finance,2025-02-20,Present,10.29,0.59,4.58,0
E216,Omar_27,Finance,2025-02-06,Present,8.77,2.43,5.89,0
E127,Noor_56,QA,2025-01-24,Remote,0.0,0.0,7.28,1
E232,Bilal_15,Operations,2025-02-09,Absent,0.0,0.0,7.59,0
E022,Ali_76,Sales,2025-02-21,Present,6.25,3.48,2.93,2
E084,Sara_1,Engineering,2025-04-25,Absent,0.0,0.0,7.8,0
E144,Fatima_53,Sales,2025-01-01,Present,7.51,0.58,5.17,0
E227,Fatima_18,Support,2025-04-08,Absent,0.0,0.0,6.86,0
E243,Hina_64,QA,2025-02-13,Present,9.26,1.53,6.25,0
E241,Fatima_54,Engineering,2025-04-24,Present,8.05,2.28,6.44,0
E075,Emma_5,Logistics,2025-03-04,Present,9.72,2.04,4.92,0
E032,Ahmed_3,Operations,2025-04-13,Present,7.69,0.55,6.89,0
E062,Khadija_44,Engineering,2025-03-26,Present,7.12,1.03,3.81,1
E063,Zubair_29,Sales,2025-03-27,Present,8.71,0.23,5.39,0
E033,Noor_40,HR,2025-02-14,Present,7.87,1.32,4.42,1
E192,Fatima_80,Sales,2025-04-26,Present,8.49,2.26,6.89,0
E080,Khadija_27,Finance,2025-01-26,Absent,0.0,0.0,5.88,1
E270,Fatima_33,Finance,2025-01-23,Present,8.74,0.11,6.11,0
E267,Mary_80,Operations,2025-02-08,Present,8.84,0.14,4.96,0
E102,Hina_84,HR,2025-01-20,Present,9.8,1.69,5.26,0
E190,Omar_96,HR,2025-01-03,Absent,0.0,0.0,5.83,0
E253,Emma_87,Sales,2025-03-24,Absent,0.0,0.0,4.08,0
E087,Ali_32,Operations,2025-02-06,Present,8.54,1.7,4.47,0
E043,Ali_4,Sales,2025-01-05,Present,7.53,1.46,6.24,0
E207,Khadija_29,QA,2025-02-14,Present,7.7,1.25,4.64,0
E140,Omar_6,Sales,2025-02-18,Present,7.69,0.0,5.56,0
E092,Usman_67,HR,2025-02-18,Present,7.23,2.21,4.55,1
E269,Mary_85,Finance,2025-03-29,Present,6.47,0.18,8.1,0
E049,David_70,Support,2025-04-21,Present,9.25,0.0,1.45,1
E241,Ahmed_60,Sales,2025-02-11,Present,6.76,0.89,1.61,1
E250,Omar_95,Logistics,2025-02-06,Present,5.75,0.13,8.17,1
E004,Fatima_64,Logistics,2025-04-09,Present,8.06,2.81,3.28,1
E187,Sophia_15,Support,2025-03-19,Present,6.06,0.0,6.04,0
E077,John_17,Support,2025-04-29,Present,10.07,0.88,5.77,0
E011,Ayesha_86,Sales,2025-03-17,Present,6.88,1.47,7.35,0
E168,Ali_84,Sales,2025-03-28,Present,6.76,2.07,4.53,0
E170,Ayesha_53,Operations,2025-04-14,Present,9.57,0.0,6.07,0
E198,Ahmed_54,Finance,2025-03-01,Present,8.58,0.87,5.47,0
E294,Ahmed_4,Finance,2025-01-16,Present,8.02,0.98,7.83,1
E252,Sara_69,Logistics,2025-03-09,Present,7.87,0.77,6.65,1
E226,David_16,Sales,2025-04-11,Present,9.83,2.03,8.24,0
E028,Sophia_54,HR,2025-01-19,Present,7.49,1.95,3.96,3
E192,Hina_42,Logistics,2025-01-20,Present,7.98,1.87,5.82,0
E046,Bilal_48,Finance,2025-03-27,Present,6.62,1.26,6.88,0
E198,Emma_93,Logistics,2025-04-05,Absent,0.0,0.0,5.62,1
E162,Omar_94,Finance,2025-02-24,Present,8.45,1.3,4.89,1
E262,Omar_28,QA,2025-04-25,Present,7.76,1.11,3.88,0
E219,Hina_66,Operations,2025-02-02,Present,4.0,0.73,7.58,0
E278,Ali_47,QA,2025-04-18,Present,7.49,5.44,8.69,1
E030,David_99,Sales,2025-04-04,Present,5.85,0.0,7.79,0
E072,Ali_80,Sales,2025-02-07,Present,7.59,0.92,10.0,0
E143,Ahmed_44,Sales,2025-02-22,Absent,0.0,0.0,6.5,0
E085,Fatima_90,Finance,2025-04-14,Present,8.69,3.88,5.29,0
E107,Sara_18,Sales,2025-04-10,Present,7.12,2.88,5.82,0
E173,Khadija_95,HR,2025-01-11,Present,8.94,0.65,4.01,0
E247,Ayesha_59,Operations,2025-03-08,Present,6.85,3.05,4.89,1
E266,Ayesha_57,Logistics,2025-03-09,Present,8.51,1.87,7.06,0
E185,John_92,Operations,2025-02-20,Present,7.24,0.0,7.26,0
E017,Ahmed_38,Engineering,2025-03-15,Present,7.7,1.4,5.08,2
E264,Usman_73,Finance,2025-01-18,Present,6.81,0.0,7.36,1
E263,Usman_68,Logistics,2025-01-09,Present,7.32,1.53,4.68,0
E209,Usman_83,Finance,2025-01-22,Present,7.54,1.0,7.55,0
E127,Ali_64,QA,2025-04-06,Present,8.42,1.11,6.16,1
E211,Bilal_25,Sales,2025-04-15,Present,7.59,1.65,2.58,0
E285,Hina_53,Logistics,2025-02-01,Present,8.76,1.75,7.36,0
E207,Ayesha_58,HR,2025-03-06,Present,8.29,1.27,6.31,0
E116,David_1,Support,2025-01-19,Present,6.94,0.5,4.34,1
E007,Mary_77,Sales,2025-01-15,Present,8.81,3.73,2.57,1
E134,Mary_89,Finance,2025-04-07,Present,5.27,0.02,6.67,0
E267,Mary_84,Operations,2025-04-16,Present,7.45,1.01,9.08,1
E242,Zubair_27,HR,2025-02-12,Absent,0.0,0.0,6.47,0
E160,Usman_60,Operations,2025-02-18,Present,8.68,2.76,5.52,0
E170,Ahmed_86,Engineering,2025-01-28,Present,5.9,2.44,5.63,0
E135,Khadija_20,Sales,2025-02-24,Present,8.38,0.19,4.72,0
E004,Fatima_65,QA,2025-01-14,Present,9.6,1.99,4.35,0
E249,David_58,Logistics,2025-01-27,Present,7.51,1.44,1.0,0
E156,Usman_13,Operations,2025-03-24,Present,7.98,0.01,6.18,1
E106,Khadija_7,Logistics,2025-01-26,Present,7.89,3.3,7.11,3
E287,Ali_76,Support,2025-01-11,Present,8.77,2.37,3.82,0
E039,Sara_96,Logistics,2025-02-12,Present,7.85,0.16,5.37,0
E120,Noor_42,Support,2025-04-18,Present,5.68,1.79,5.32,0
E042,Omar_3,Logistics,2025-03-28,Present,9.52,1.07,4.02,1
E142,David_42,Support,2025-04-14,Present,9.64,2.07,3.24,2
E204,Zubair_69,QA,2025-02-04,Present,9.17,0.0,4.52,0
E071,Noor_20,HR,2025-03-27,Remote,0.0,0.0,6.21,0
E070,Emma_82,QA,2025-02-20,Present,7.87,2.46,8.62,1
E030,Noor_73,Logistics,2025-01-28,Absent,0.0,0.0,5.33,1
E041,Usman_83,Logistics,2025-04-01,Present,9.87,1.46,4.65,0
E164,Usman_46,QA,2025-01-28,Present,7.16,2.42,4.23,0
E189,Omar_24,Support,2025-04-14,Present,6.46,1.28,6.05,0
E057,Fatima_60,Operations,2025-03-18,Present,8.65,2.46,4.94,0
E187,Hina_39,Support,2025-03-07,Present,8.14,0.05,3.53,0
E164,Khadija_81,Operations,2025-03-02,Present,7.51,1.22,4.0,0
E020,Mary_86,Operations,2025-01-31,Absent,0.0,0.0,8.19,0
E210,Khadija_25,QA,2025-01-22,Present,6.47,1.06,2.12,0
E095,Zubair_75,Logistics,2025-01-30,Present,8.72,4.71,6.04,0
E222,Noor_49,Operations,2025-03-15,Present,7.37,0.47,4.15,0
E032,Fatima_77,Support,2025-03-27,Absent,0.0,0.0,5.12,0
E265,Zubair_25,Support,2025-01-01,Remote,0.0,0.0,6.94,0
E162,Sara_83,Logistics,2025-02-04,Present,9.07,0.57,7.42,0
E146,Khadija_41,Finance,2025-03-08,Present,8.94,4.26,6.82,2
E242,Ali_70,Sales,2025-04-26,Present,7.46,0.0,6.87,0
E102,Emma_11,Support,2025-02-10,Present,9.23,2.36,5.34,0
E130,Sara_81,Engineering,2025-04-26,Present,7.63,0.0,8.35,0
E266,Omar_72,Logistics,2025-02-17,Present,6.22,3.49,5.82,1
E006,Sara_59,Engineering,2025-03-20,Present,8.66,1.44,4.72,0
E147,Ahmed_8,Sales,2025-04-12,Present,8.68,4.05,5.03,0
E110,Usman_21,Engineering,2025-03-20,Present,9.61,4.01,3.39,0
E297,Hina_15,Logistics,2025-01-27,Present,8.77,1.67,9.27,0
E045,Usman_69,HR,2025-04-24,Present,9.39,0.12,4.8,1
E245,Bilal_60,Support,2025-02-23,Present,8.88,1.19,7.22,0
E299,Khadija_58,HR,2025-03-11,Present,8.19,0.26,4.13,1
E097,Ahmed_84,Support,2025-03-12,Present,8.36,0.0,7.83,0
E232,Bilal_77,Engineering,2025-04-18,Present,7.44,2.55,2.73,1
E177,Sara_55,HR,2025-03-27,Absent,0.0,0.0,6.59,0
E050,Hina_2,Logistics,2025-01-05,Present,8.97,2.85,3.35,0
E216,Mary_88,Sales,2025-04-27,Present,9.97,0.0,6.37,0
E269,Noor_43,QA,2025-02-04,Present,9.16,3.22,7.23,0
E047,Hina_3,Operations,2025-02-04,Absent,0.0,0.0,5.73,0
E016,Fatima_24,Sales,2025-01-18,Present,9.81,0.92,4.61,0
E234,David_3,QA,2025-03-28,Absent,0.0,0.0,9.23,1
E151,John_15,Finance,2025-01-03,Remote,0.0,0.0,6.94,0
E098,Omar_89,Engineering,2025-02-07,Present,8.61,0.0,4.58,1
E036,Emma_72,Sales,2025-04-25,Present,6.84,2.39,5.83,0
E251,Sophia_94,Sales,2025-01-13,Present,6.48,2.99,4.37,0
E169,Bilal_56,QA,2025-01-01,Present,9.78,2.07,5.6,0
E023,Hina_49,HR,2025-03-26,Present,7.4,0.0,5.01,0
E130,Sara_78,QA,2025-02-05,Present,8.01,4.79,4.51,2
E159,Sara_62,Logistics,2025-02-09,Absent,0.0,0.0,4.8,0
E218,Mary_97,QA,2025-01-01,Present,7.61,1.95,4.56,0
E162,Sara_95,QA,2025-05-01,Present,8.41,0.48,8.93,1
E261,Noor_92,Operations,2025-02-18,Present,7.54,1.32,4.43,0
E140,Ali_38,HR,2025-01-27,Present,9.45,0.63,5.37,0
E218,David_59,Operations,2025-04-10,Present,6.74,2.34,6.68,0
E202,Fatima_27,QA,2025-01-31,Present,6.73,1.6,4.44,0
E238,Usman_17,Operations,2025-04-27,Absent,0.0,0.0,4.71,0
E119,Hina_89,Logistics,2025-03-11,Present,7.63,1.18,6.73,1
E059,Ali_68,Logistics,2025-01-09,Present,7.68,0.0,8.1,1
E256,Bilal_16,HR,2025-03-06,Present,8.42,3.87,5.68,3
E126,Zubair_16,QA,2025-01-28,Present,7.34,0.98,6.45,0
E214,Noor_63,QA,2025-03-18,Present,6.33,2.91,7.45,0
E176,Sara_75,Engineering,2025-02-03,Present,5.56,0.06,3.01,1
E142,John_7,Support,2025-02-06,Present,5.89,0.0,9.06,0
E106,John_14,Engineering,2025-01-26,Present,9.72,3.71,6.33,2
E182,Mary_6,HR,2025-04-29,Present,7.07,0.0,3.67,0
E054,Hina_41,QA,2025-03-18,Absent,0.0,0.0,6.4,0
E137,Usman_42,QA,2025-02-27,Absent,0.0,0.0,5.69,0
E167,Omar_94,HR,2025-03-13,Present,8.49,3.89,9.02,0
E217,Sara_95,HR,2025-03-16,Present,7.44,3.43,5.29,2
E228,Mary_23,HR,2025-04-10,Present,9.76,2.22,9.16,0
E201,Ayesha_1,Operations,2025-04-28,Absent,0.0,0.0,4.88,0
E190,Sara_54,HR,2025-01-07,Absent,0.0,0.0,8.77,0
E114,Bilal_60,Logistics,2025-03-30,Present,8.24,1.37,7.76,0
E255,Usman_20,Finance,2025-02-20,Present,9.55,1.95,4.44,2
E246,Zubair_15,Engineering,2025-03-20,Present,9.07,2.5,2.76,1
E223,Sara_64,Finance,2025-01-03,Present,7.31,2.02,8.59,0
E113,Sara_83,Logistics,2025-04-10,Present,7.35,1.45,4.87,0
E145,Ali_53,Logistics,2025-02-08,Present,7.31,0.16,3.46,1
E079,Ayesha_91,Finance,2025-04-08,Present,6.95,1.5,4.75,2
E230,Ahmed_73,Logistics,2025-03-10,Present,8.71,4.32,4.41,1
E131,Usman_75,QA,2025-02-13,Present,6.44,0.0,6.2,0
E193,Fatima_17,Sales,2025-04-11,Absent,0.0,0.0,8.86,1
E249,Fatima_1,Sales,2025-01-07,Present,8.74,0.42,3.85,1
E284,Ali_44,Finance,2025-03-10,Present,7.06,1.59,8.4,1
E241,Ahmed_97,Logistics,2025-02-19,Present,7.46,0.43,5.82,1
E228,Hina_33,Logistics,2025-03-19,Absent,0.0,0.0,3.81,2
E003,Sara_66,Operations,2025-01-28,Present,5.6,4.8,6.96,1
E033,Sara_53,Support,2025-03-28,Present,7.76,1.47,5.81,0
E271,Ayesha_17,Support,2025-01-29,Present,8.55,0.07,3.37,0
E144,Zubair_24,QA,2025-01-27,Present,8.92,0.12,7.67,0
E121,John_12,Operations,2025-02-24,Present,8.07,2.18,6.46,0
E264,Hina_97,Finance,2025-02-11,Absent,0.0,0.0,6.89,1
E188,Usman_59,Logistics,2025-04-27,Present,6.26,0.0,4.19,0
E216,David_40,Operations,2025-04-25,Present,8.19,2.28,7.36,0
E149,Zubair_38,Engineering,2025-02-15,Absent,0.0,0.0,5.18,0
E048,Fatima_54,Finance,2025-04-12,Present,9.82,4.77,4.19,1
E244,Emma_57,Logistics,2025-03-30,Present,7.38,1.23,3.56,1
E051,Fatima_5,Operations,2025-04-10,Present,6.84,3.68,5.54,2
E088,Noor_55,Finance,2025-01-12,Present,6.55,0.73,6.94,0
E295,Usman_1,QA,2025-03-07,Present,7.64,1.32,4.31,0
E198,Khadija_52,Sales,2025-04-08,Absent,0.0,0.0,5.17,0
E064,Ahmed_87,QA,2025-03-26,Present,5.9,1.69,6.94,0
E027,Sara_96,Finance,2025-02-11,Present,8.11,0.92,5.8,0
E274,Sara_66,Engineering,2025-02-07,Absent,0.0,0.0,6.75,0
E276,Sara_55,HR,2025-04-23,Present,8.12,0.0,7.88,1
E069,Emma_55,QA,2025-01-22,Present,7.65,1.38,6.27,1
E007,Khadija_84,Sales,2025-03-14,Present,8.19,2.7,9.21,0
E033,Fatima_87,Operations,2025-03-15,Present,6.56,0.0,6.09,0
E272,John_4,QA,2025-02-18,Present,7.33,2.27,6.89,1
E284,Sophia_83,Sales,2025-01-16,Present,7.76,4.93,3.17,1
E236,Emma_23,Support,2025-01-19,Present,7.39,1.79,6.94,0
E192,Ali_25,Engineering,2025-01-26,Present,8.94,2.03,6.63,0
E270,David_84,Operations,2025-01-20,Present,6.73,1.99,9.06,0
E114,John_38,Support,2025-02-07,Absent,0.0,0.0,8.0,0
E264,Bilal_3,Operations,2025-03-19,Absent,0.0,0.0,5.61,0
E040,Hina_98,Sales,2025-04-16,Present,9.46,2.94,3.74,0
E017,Sophia_87,Support,2025-01-30,Present,8.81,0.81,4.24,0
E255,Khadija_56,Engineering,2025-03-08,Present,8.95,0.13,8.98,0
E174,Sophia_43,Logistics,2025-01-11,Present,6.96,0.0,7.96,2
E247,Ayesha_44,HR,2025-04-21,Present,7.95,3.08,9.12,2
E151,Emma_95,Support,2025-03-19,Present,8.24,3.46,3.3,1
E186,Mary_97,Engineering,2025-03-24,Absent,0.0,0.0,8.56,0
E024,Sophia_54,Sales,2025-01-02,Present,7.83,1.66,2.51,2
E254,David_60,QA,2025-03-15,Present,9.42,0.0,6.51,0
E062,Omar_33,Operations,2025-03-17,Present,7.62,2.42,9.0,1
E091,Hina_32,QA,2025-02-05,Absent,0.0,0.0,5.43,1
E203,Noor_11,Engineering,2025-03-20,Present,8.85,2.78,5.77,1
E145,Usman_78,Engineering,2025-01-29,Present,7.55,2.25,4.0,2
E035,Usman_11,Finance,2025-03-26,Present,6.58,0.7,7.68,0
E159,Hina_10,Engineering,2025-02-03,Present,8.99,1.74,5.67,0
E097,Noor_65,HR,2025-03-11,Present,8.51,0.08,7.86,1
E134,Ali_41,Finance,2025-03-16,Present,5.63,0.67,8.06,0
E228,Khadija_99,Operations,2025-04-03,Present,8.56,2.11,4.48,0
E229,Zubair_44,HR,2025-02-10,Present,10.64,1.05,7.45,1
E279,Hina_12,QA,2025-01-21,Present,9.33,2.63,10.0,1
E296,Emma_7,Engineering,2025-04-06,Present,8.96,3.66,6.01,1
E298,Ayesha_61,Logistics,2025-03-14,Present,7.34,1.47,7.9,1
E287,Usman_97,Finance,2025-01-29,Absent,0.0,0.0,4.88,1
E003,Khadija_4,Finance,2025-03-17,Present,6.32,1.46,2.23,4
E058,Ahmed_31,Support,2025-03-04,Absent,0.0,0.0,6.22,0
E047,David_63,HR,2025-04-26,Present,10.43,0.0,2.86,0
E012,Emma_74,HR,2025-03-07,Present,9.27,0.0,6.42,0
E068,Sara_29,Support,2025-04-07,Present,8.05,0.92,6.06,0
E035,Ahmed_12,QA,2025-03-25,Present,7.72,4.07,4.87,0
E227,Hina_62,Logistics,2025-01-16,Present,8.13,2.29,3.49,1
E235,Noor_97,Operations,2025-01-13,Present,7.81,2.46,6.65,0
E010,Omar_63,Engineering,2025-01-01,Present,8.54,0.1,1.0,1
E080,John_9,Finance,2025-01-15,Present,9.3,2.46,10.0,1
E001,Hina_66,Finance,2025-04-17,Present,9.23,1.92,6.16,0
E076,Usman_55,Logistics,2025-03-06,Present,7.16,0.53,6.9,0
E219,David_2,Engineering,2025-02-03,Present,8.41,0.2,6.28,0
E163,Zubair_67,Operations,2025-03-07,Present,8.13,1.1,6.89,0
E065,Hina_85,Logistics,2025-03-21,Present,6.87,0.3,6.17,0
E064,David_40,Support,2025-04-11,Present,7.11,0.59,5.48,0
E071,Bilal_98,Engineering,2025-01-11,Absent,0.0,0.0,2.48,2
E282,Emma_34,Logistics,2025-04-30,Absent,0.0,0.0,10.0,0
E177,Sophia_97,Engineering,2025-04-30,Present,7.91,1.16,5.06,0
E213,Ahmed_79,Logistics,2025-04-22,Present,6.97,2.51,6.42,0
E236,John_46,Engineering,2025-03-29,Present,8.14,0.0,8.36,0
E224,Usman_26,Operations,2025-02-09,Present,8.32,0.0,6.98,1
E122,Hina_10,Finance,2025-02-19,Present,7.62,0.0,5.3,0
E166,Omar_92,QA,2025-04-18,Present,7.92,0.0,5.32,0
E165,Bilal_54,Operations,2025-04-01,Present,9.82,2.4,6.01,1
E264,Bilal_4,Operations,2025-01-19,Present,8.11,1.53,6.39,0
E245,Ali_9,Engineering,2025-01-07,Present,9.45,2.66,4.67,1
E264,Khadija_71,Logistics,2025-04-09,Present,7.86,1.18,5.28,0
E185,Noor_18,Sales,2025-01-04,Present,7.69,1.56,6.26,0
E300,Noor_13,QA,2025-01-06,Absent,0.0,0.0,8.21,0
E200,John_80,QA,2025-03-18,Present,7.57,2.28,9.23,0
E120,Bilal_57,Finance,2025-03-06,Absent,0.0,0.0,7.96,0
E173,Fatima_5,Sales,2025-04-29,Present,9.45,0.22,4.83,0
